,tweet,class
15762, jaworskimeats winning browns cle clevelandfans clevelandpride clevelandbrowns clevelandsports browns brownie t co gm h ,2
21413,that nigga talkin like a hoe tell that bitch nigga speak up,1
6807, ovoxokatie hoe stfu,1
16457, mikediggem i googled her number and found she was a hoe,1
22569,well your a little cunt ,1
17177, superi r my daddy told me not to date a man with soft hands lol either he doesn t do hard labor or he s a faggot ,1
20627,say my fucking name hoe,1
10698,i love liv when she gets ghetto,2
16486, misterrrager viridoesitt i already know you trash if being tatted is on the list of things you want in a nigga off top ,1
8431,charlie sheen never disappoints ,2
10573,i just can t date a ghetto ass girl bruh,1
15546, huntermoore if she doesn t take it in the ass tell the bitch you ll pass ,1
19258, intelwire significant number of us tweets were americans flipping the bird to is uk not so much ,2
24072,im watching you re next and this bitch just tried running outside and got her neck sliced,1
21452,that s most niggas thevoiceofmiami fucking with the wrong bitches got me cold as ice ,1
13586,ol bitch ass look like she got a bobble head lilshwenda,1
6453, kieffer jason here let me say it more clearly since your retarded ass don t understand,0
24309,okay bitch listen up this is important ur eyebrows should not be a centimeter apart ,1
2180, aussiegrit loves austin t co httbu omzy webber such a boon for fiawec hcota,2
17019, rakwonogod bitches tweeting last night gt gt like they did something special except be hoes,1
1157, burgerking what s going to be your pick for selectionsunday for watchlikeaking t co abam gsk dis make colored folk happy,2
7881,bc y all hoes,1
11856,is it just me or is hicks saying bung beds ronandfezsxm,2
7909,bad bitch chest out no wonder why miss righteous keeps on getting left out,1
19453, kj feliciano vivalamarley yea dem hoes crazy,1
16069, koolqueef i color my entire arm black with a sharpie and fist my wife s asshole just so she knows what a nigger dick feels like ,0
8544,crazy ass darealquitam i been acting so mean ratchet and ghetto i crack myself up,1
12645,look at y all bitches only hmu when ya wifi on bitches,1
18937, duttyogshake for real this game is pub trash let s do drugs and get smashed,2
17546, taecocky i hate when bitches get a man and start tweeting shit like lol let me stop tweeting like this before he kills me ,1
8243,but carl is a bitch ,1
7276, wellheeledking bird shit aint no joke,1
18919, dril launches sack s of burning medical waste into the side of someones house for having a bird feeder on their porch fucking bird ,1
19825, paul lander yesterday the caged bird sang the blues rip mayaangelou ,2
23659,bitches at rick s in justice tank tops tho,1
15232, freeladdin this is what happens when niggas gas up ugly bitches t co dfkymadk b,1
17101, rickyscamp the best way to avoid a tsunami of extramarital pussy is to wear sneakers on your daily commute also using the word sneake ,1
4845, tamela x but a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex ,1
1827, koleworld what evaittakes bang that s a trust worthy bitch ,1
13408,no time for chasing after someone is like turning up off wine coolers you look like a bitch when you really think about it lol,1
19569, lnsanetweets once i take my bra off don t ask me to do shit for u bitch bc once that bra comes off i am clocked out of life i am do ,1
4166, morning joe if nbc has elected you to be a spokesman for nbc they are in a lot of trouble i and friends will no longer watch nbc trash ,2
16804, omarimrantweets media be like muslim whale attacks us navy muslim tiger attacks zookeeper muslim bird attacks eiffel tower mu ,2
16025, kingxstoney yeah we can t wrestle might have to rock bottom you foreal veronicagk i m a big bitch and proud lol let me live ,1
23715,chill bitch t co baxiffkd w,1
16124, lvl ky events nov thanksgiving dinner pm proof on main a day being preoccupied with a giant bird in your ,2
17192, sammylightning any girl that talk about sex on social media is a hoe,1
7320, xdsmooth k now shut up hoe,1
23267,you can ask if i fucked a bitch but can t ask how my father s day was these hoes be outta line ,1
11289,i m gonna kill bitches today ,1
24293,nope derekisnormal just ordered domino s am i trash ,2
18499, tiffnasty why do y all niggas entertain that nicole bitch i don t see how y all can ever take a bitch that posted naked pics serious ,0
20548,ross text me back you twat,1
19688, mirah i look at every bitch ass that walk past me ,1
4746, starkfreeordie honestly that s where i m the most retarded and is why stuck as artist hoping for a fair dealer manager situation ,2
17588, teeeerenee bitches b tweeting everything they see to b relavent its really sad ,1
9090,fight me den hoe,1
19539, lilduval a bitch get followers she s a boss and starting up a boutique and wearing shades in public,1
9700,have you hugged a wacko bird today ,2
7453,a nicca ain t do shit all day,1
10297,i fell in love wit my side bitch crazy thing she wasnt even my bitch,1
6861, pricelessxxx u good man long time my niggah,1
3784, kellendaniel along with the french blue and buggs bunny viis and the oreo ivs lajethrojenkins,2
6606, lundenm my dad wanted me to twat him ,1
281, xoxo angiee bruno fag boy you love me ,1
20322, wilw even shorter charlie sheen your move mel gibson ,2
19287, itscoleharmon birth control should be mandatory for some of you hoes,1
19832, peidroh when you tell the chick fil a cashier thank you but that bitch don t say my pleasure t co swwyxmnz,1
10269,i dont think ive ever seen a fight on the real world i mean a word fight yeah tons of times but damn that bitch swung,1
15009, divamonroe uhoe niggas always wanna talk about how god is against gays what about that pussy you was eating last night ain t god ag ,0
15976, kekepalmer being loud ghetto amp energetic aren t offensive things to me i own who i am amp where i come from nothing to be ashamed of ,1
1672, tharealist shawty wanna charge for pussy but i m like whoa now turnt her on to cash she use to fuck for free,1
22327,tyra banks still getting paid for these america s next top model re runs this bitch so bossy ,1
13773,payback is a bitch,1
17619, thatslutadrian i ll be that bitch today,1
4043, marshallsots you tryna say i m a pussy of course i m tryna slam i ain t no pussy duuuuuuu,1
24286,no youre a fucking retard thats gonna get fucking date raped at a frat tonight have fun with those repressed memories,1
7397, zooyorkinit you re frumpy bitch,1
13765,party at the house come through bitches,1
22159,this white bitch had the fuckin nerve to call me a nigga when shes the one payin for her lips to get bigga ,0
2369, acealford double up on this game bitch,1
18523, airam t rev some of you bitches are dumbbbb they are everywhere trev ,1
14488, broculture dive in the pussy like t co yboiklkbt,1
21361,that bitch called on thor for some strength chubbygirlgod wait t co uaf jyioi ,1
1740, daijahshardaee bitches so late ion exposed ,1
2560, barnabyedwards bsilverstrim dear daily mail you misogynist pile of twats s t co ruyeonusst,1
21524,the birds and the bugs voguet by anat r t co ndmelhuwcg via etsy vintage jewelry bugout insects birds,2
8426,charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head ,2
22061,this hot chocolate and famous amos too bomb right now,2
16647, niggasblike when the nigga with the aux cord playin some trash shit t co o ezd fsq ,1
5547, asiahh nah i replied to you like i did to literally everyone else who called it trash go and check if you don t believe me,2
19939, roryscovel surprising how big of a pussy hulk is bravschi,1
15085, ej realtalk sirraycharles mo claiborne is so trash i can t say it enough fam ,2
21937,this bitch rihanna is on some dust or something,1
3797, kensuttling the spear chuckers are flooding into upton park ,2
2065, if this ugly ass niggah can be with her i can too tf she with chuu baka for anyways this niggah look like a t co lvndrdppqt,0
20352, xcaramel jonesx don t be on here and saying all my friends and everyone i know has a baby well bitch life ,1
17096, richgurltira these hoes will fake like they really f ck with you but be hating on you lowkey,1
22996,wow redskins don t want this,2
7712,an if u aint a hoe get up out my trap hoooouusssee ,1
7927,bad blood in the camp amp if it s bout a bitch just know i don t respect it homie,1
11380,i m sick of niggas lying i m sick of bitches hawking matter of fact i m sick of talking rip big t co wq yxwghd ,1
15721, j kwest harveywordman is lupe fiascos retarded illegitimate son,1
6248, jennydigi pussy put yo ass to sleep now i m calling you nyquil,1
24475,stupid cunts,1
14970, deepinhergut anything said bout my moms b would of led to a bitch getting stone cold stunner,1
23147,yeah they heard i m fucking nuts like the swag of a fag,1
10568,i jus wanna watch this last episode of orange is the new black but netflix jus wants to be a bitch ,1
9506,good they trash jerseyzbest niggas ate most of my chips ahoy cookies and the cookies havent been in the house hours yet,1
21438,that was my faggot rant for the night ,0
12444,like these nigguhs pussy there s no other thesis,1
3498, im thirst i love louis ck quit bein a faggot and suck that dick,1
12642,look at this fucking kaffirs hairdo only a nigger t co lmwqj etoa,1
5223, youtalk ilive i m crazy and wayne can rap about pussy songs in a row,1
24229,my drugs are green my bitches white,1
4971, theseanyv i think you should reconsider he s a little bitch to the one true god almighty cthulhu please for your soul seany ,1
10645,i knw these bitch niggas frm way back if u was ah pussy in u ah pussy now ,1
14108, adamsank why does julia roberts seem completely shocked that she s been nominated hey julia you re in a gown the jig is up emm ,2
19533, lildurk never have kids by a fan bitch if so cop signedtothestreets lol,1
9158,for guys bros over hoes for girls chicks over dicks for me it s whoever has my back over the fake ass people any day ,1
11945,it s gonna be a long season for the yankees if this simulation is right bluejays rays yankees orioles t co zc k ndb t,2
23001,wowwww this bitch is so ratchet holy crap,1
14070, aianhangover bae means before anyone else i ve been here thinking it s a ghetto word for babe baby ,2
2808, cee murda no it s yellow fin it s in edgewater,2
8003,bet charlie strong has contacted ridley,2
257, therealrickyb jetsandaswisher faggot bitch t co hyyabk eh,1
4413, piercethetit xenoss i don t love these hoes,1
22525,we in this bitch t co jkqld vodm,1
24600,too bad ur a pussy,1
12970,my bitch ass like an allergic reaction she service my faction,1
2827, charliedaniels come on charlie our government was just trying to protect the dese tooise atleast that s what barack obama says ,2
8635,damn this bitch crazy,1
20144, thecoreyholcomb all these bitches somewhere coughing like a mug t co pow shkwiz,1
